rank_saa,playerID,name,role,team,IP,qualifying_IP,qualifying_seasons,W,L,SV,SO,G,GS,career_ERA,career_WHIP,ERA_plus,real_WAR,SAA_total,SAA_rate,z_era,z_whip,z_k9,z_wpct,z_sv,yr_min,yr_max,hof
87,corcola01,Larry Corcoran,SP,CHN,2392.3333333333335,2363.3333333333335,6.0,177,89,2,1103,277,268,2.355022990107287,1.1047791556360596,126.66711547944553,27.41,6.7417895308047875,0.5705322593064699,0.534775264512048,0.3590299868151724,0.7849894457119646,0.9055487454559163,0.08973308241088643,1880,1887,False
88,hoytwa01,Waite Hoyt,SP,NYA,3762.333333333333,3745.0,19.0,237,182,52,1206,674,423,3.5881988127934794,1.339594223442899,115.42992337207816,54.14,6.726842409054299,0.3592439203767316,0.4082747146664086,0.45258572380104195,-0.11109312464158169,0.4336842685332303,0.7951058198153916,1918,1938,True
89,tiantlu01,Luis Tiant,SP,BOS,3486.3333333333335,3456.666666666667,18.0,229,172,15,2416,573,484,3.304331198011282,1.1986805621952386,120.89386192837985,65.63,6.623947265829573,0.3832563509641025,0.2752560380213583,0.5551632654078794,0.6078431115055755,0.47631035265405436,-0.41179167725132954,1964,1982,False
90,coopemo01,Mort Cooper,SP,SLN,1840.6666666666667,1817.0,9.0,128,75,14,913,294,239,2.953277797899312,1.2136906917783412,134.4285415325636,31.93,6.622559012625475,0.7289553123418245,0.6649416796062243,0.8316002479777106,0.8855613146570802,0.8900483295681308,-0.0030209839920159135,1938,1947,False
91,brechha01,Harry Brecheen,SP,SLN,1907.6666666666667,1904.3333333333333,11.0,133,92,18,901,318,240,2.9156037043508647,1.188362746811113,136.06163805843087,41.29,6.621331022612273,0.6953962215241318,0.8317892795417234,1.052051528815431,0.45922564532879656,0.6582551463262329,0.009398611038370655,1940,1953,False
92,hahnno01,Noodles Hahn,SP,CIN,2029.3333333333333,2029.3333333333333,8.0,130,94,0,917,243,231,2.545663600525624,1.131898817345598,135.7025443303853,45.46,6.619505206811532,0.6523822477146713,0.7218724484447697,0.930010183845362,0.9690447060528387,0.48656104690975294,-0.5170956095038005,1899,1906,False
93,griffcl01,Clark Griffith,SP,CHN,3385.6666666666665,3349.6666666666665,14.0,237,146,8,955,452,372,3.309540218568475,1.3122969380722656,126.2248582023693,59.44,6.521543713614887,0.3893846380902509,0.5050056282442323,0.6190292444906588,-0.20371866344821798,0.7865581271590704,-0.06326606311280068,1891,1914,True
94,derripa01,Paul Derringer,SP,CIN,3645.0,3644.9999999999995,15.0,223,212,29,1507,579,445,3.4592592592592593,1.2820301783264747,109.12127846870689,38.97,6.483839411720665,0.3557662228653315,0.427067355116575,0.6400483091991135,0.26085183577522314,0.08463867143234706,0.19889205344895294,1931,1945,False
95,buffich01,Charlie Buffinton,SP,BSN,3404.0,3404.0,11.0,233,152,3,1700,414,396,2.9612220916568743,1.2338425381903644,119.69526177335732,60.73,6.481615677268751,0.38082348280074924,0.3480998011065531,0.24536122468534002,0.4980648526987663,0.6355784639095797,0.0572956303110662,1882,1892,False
96,saberbr01,Bret Saberhagen,SP,KCA,2562.6666666666665,2521.666666666667,14.0,167,117,1,1715,399,371,3.3433922996878254,1.1406087408949013,130.7336825515122,58.93,6.4429819685388345,0.511009805832558,0.5952132348550339,1.0930766283396083,0.09682046747299887,0.5575739743040093,-0.4194154832150427,1984,2001,False
97,willivi01,Vic Willis,SP,BSN,3996.0,3995.9999999999995,13.0,249,205,11,1651,513,471,2.6283783783783785,1.2094594594594594,120.83945775215409,67.7,6.439998720686299,0.32232225829260763,0.3380077234127693,0.23789362663590552,0.383088749256982,0.27414192832779766,0.46900785263483,1898,1910,True
98,candejo01,John Candelaria,SP,PIT,2525.6666666666665,2447.0,16.0,177,122,29,1673,600,356,3.3317935858519205,1.1842417843473672,119.10411916994782,39.91,6.430078943946167,0.5255479316670345,0.4869603706429227,0.8581421606837287,0.4363180883289953,0.6846232919538862,-0.3370515693154375,1975,1993,False
99,richajr01,J. R. Richard,SP,HOU,1606.0,1579.0,8.0,107,71,0,1493,238,221,3.149439601494396,1.2434620174346203,,0.0,6.408927056929643,0.8117703681988148,0.610155743029899,0.5491048065453785,2.2648850413191437,0.606114411371193,-0.5224465973307216,1971,1980,False
100,faberre01,Red Faber,SP,CHA,4086.666666666667,4086.666666666667,20.0,254,213,28,1471,669,483,3.1492659053833605,1.3015497553017943,123.2443458378163,67.39,6.36524016727626,0.3115125693609916,0.5468059407845154,0.3545239254929697,0.1478876376420063,0.30412900776340945,-0.04223226289462979,1914,1933,True
101,malonpa02,Pat Malone,SP,CHN,1915.0,1915.0000000000002,10.0,134,92,26,1024,357,220,3.7362924281984333,1.3780678851174935,113.07431555170622,19.849999999999998,6.310267294110788,0.659035748732197,0.4462392754563876,0.34224313807602563,1.5334925762712714,0.6324005944197028,0.28736511210898746,1928,1937,False
102,truckvi01,Virgil Trucks,SP,DET,2682.3333333333335,2674.9999999999995,15.0,177,135,30,1534,517,328,3.385485274015161,1.3063253386355163,120.53455680003961,42.31,6.289094119400323,0.47021264444114574,0.36572351489322247,0.34994396016818835,1.0483712145697985,0.4164983030754483,-0.021447907189414157,1941,1958,False
103,allenjo02,Johnny Allen,SP,CLE,1950.3333333333333,1950.3333333333333,13.0,142,75,18,1070,352,241,3.7516663818150744,1.3264399247991796,117.74359986379626,27.87,6.21789227939057,0.6376235459980074,0.21958241966481978,0.46651847307869904,1.3625502192252013,1.0206384124852783,-0.10539403529968304,1932,1944,False
104,reulbed01,Ed Reulbach,SP,CHN,2632.3333333333335,2610.0000000000005,12.0,182,106,13,1137,399,300,2.2839052804862603,1.143092313536786,131.82754773269562,37.97,6.2153689762606446,0.47627348477093046,0.6195185090769793,0.506229892395919,0.02761222339500526,0.8674454945293921,0.1582484081782641,1905,1917,False
105,whitedo01,Doc White,SP,CHA,3041.0,3040.9999999999995,13.0,189,156,5,1384,427,363,2.3913186451825057,1.1206839855310753,117.4026392938759,43.82,6.197789790168244,0.407615244338589,0.5418838350112782,0.6803626742376342,0.35907258444713386,0.2710335232966163,-0.2396760452238918,1901,1913,False
106,suttebr01,Bruce Sutter,RP,CHN,1042.0,1023.3333333333334,11.0,68,71,300,861,661,0,2.833013435700576,1.1401151631477926,159.60535393695665,24.42,6.177180089087795,1.207266466922696,0.9793184262253181,1.071202760871154,1.5838211782646967,-0.09475410333215195,3.9682275516206875,1976,1988,True
107,oswalro01,Roy Oswalt,SP,HOU,2245.3333333333335,2213.0,12.0,163,102,0,1852,365,341,3.35896674584323,1.2109560570071258,134.03161577377492,49.910000000000004,6.124718539421337,0.5535217839513185,0.7346958358550388,0.7159090968787225,0.3513169920096457,0.7787061677001621,-0.3513408117408372,2001,2013,False
108,tanneje01,Jesse Tannehill,SP,PIT,2759.3333333333335,2705.0,12.0,197,117,7,944,359,321,2.798502053636144,1.1857936699685914,117.3082817141236,38.94,6.108885013246283,0.451673568447045,0.4242102906830396,0.635613378771201,-0.05218419375943336,0.8573626710155654,0.25681955632258346,1894,1911,False
109,leonadu01,Dutch Leonard,SP,BOS,2192.0,2192.0,11.0,139,113,13,1160,331,272,2.759124087591241,1.2253649635036497,128.61680809648087,37.8,6.034773559417564,0.5506180254943033,0.4194909323212966,0.3216007400408034,1.4243814207375394,0.36706912469765396,0.07054998316739476,1913,1925,False
110,mungova01,Van Mungo,SP,BRO,2113.0,2021.6666666666667,10.0,120,115,16,1242,364,259,3.471367723615712,1.3369616658778987,113.23234360237552,30.75,5.981622983111868,0.591751655377926,0.4788922689903899,0.4508443962499206,1.7416584496652427,0.003262088501642988,0.10333381434470988,1931,1945,False
111,degroja01,Jacob deGrom,SP,NYN,1261.6666666666667,1261.6666666666667,8.0,77,53,0,1505,198,198,2.4966974900924703,1.0113606340819021,161.2471980022385,47.37,5.91477303878936,0.9376126349467941,1.2643745115361857,1.2855924876979168,1.134386868186309,0.5061845846309505,-0.3497814199334629,2014,2021,False
112,smithle02,Lee Smith,RP,CHN,1289.3333333333333,1207.6666666666665,15.0,71,92,478,1251,1022,6,3.0294725956566704,1.2556876938986556,139.1833883484386,29.33,5.88844598055363,0.9751773636025886,0.8539701637415319,0.48539391646559527,1.9480136255239728,-0.3933019573831009,3.2939400992263232,1980,1997,True
113,coopewi01,Wilbur Cooper,SP,PIT,3480.0,3441.9999999999995,14.0,216,178,14,1252,517,408,2.893965517241379,1.2264367816091954,119.90393352742984,48.67,5.827480027454131,0.33861011199617264,0.529817626315685,0.584654236043474,0.059472145088782645,0.29753264944297764,-0.11408812499969224,1912,1926,False
114,hamelco01,Cole Hamels,SP,PHI,2698.0,2694.6666666666665,14.0,163,122,0,2560,423,422,3.4258710155670866,1.1827279466271312,126.04527339346755,57.94,5.687648898430198,0.42214118494039077,0.4839165778667862,0.5920249963015394,0.5109304428105635,0.43324503708856354,-0.3567930458151622,2006,2020,False
115,kingsi01,Silver King,SP,SL4,3180.6666666666665,3141.6666666666665,9.0,203,152,6,1222,397,370,3.180465311255502,1.2780339551456719,132.51396588875232,50.12,5.68597132922981,0.36197164960614175,0.42041846795013693,0.451744414427107,0.09806046987185572,0.4602603223324137,0.32266770570976827,1886,1897,False
116,chesbja01,Jack Chesbro,SP,NYA,2896.6666666666665,2896.666666666666,11.0,198,132,5,1265,392,332,2.6844649021864213,1.1520138089758343,115.83645639312033,42.73,5.671111126487074,0.39156118249623073,0.2152051543600956,0.502362699630419,0.4187293688602213,0.6469703314202221,-0.009707210574867522,1899,1909,True
117,wiltsho01,Hooks Wiltse,SP,NY1,2112.3333333333335,2074.3333333333335,11.0,139,90,33,965,357,225,2.471200883698911,1.131450213034559,115.179648762526,28.240000000000002,5.6213594900502715,0.5419919161224752,0.24602853659801405,0.469982101700142,0.24782979857473814,0.688924955167808,1.7032954073943143,1904,1915,False
118,donovbi01,Bill Donovan,SP,DET,2964.6666666666665,2858.0,12.0,185,139,8,1552,378,327,2.6896784348999327,1.2446593208904881,109.11226814249063,44.82,5.593076885396924,0.391397962589008,0.2794731767865402,-0.03764471530744095,1.0372092852244459,0.5011103560987415,0.2327691895459556,1898,1918,False
119,lemonbo01,Bob Lemon,SP,CLE,2850.0,2824.666666666667,12.0,207,128,22,1277,460,350,3.2336842105263157,1.3368421052631578,121.72684681850237,37.53,5.582991827934741,0.3953027020015157,0.6681893869533646,0.31948790376600344,-0.0034492850744129774,0.736981313180629,0.016769737004304796,1946,1958,True
120,bluevi01,Vida Blue,SP,OAK,3343.3333333333335,3304.666666666667,16.0,209,161,2,2175,502,473,3.2653040877367894,1.2334995014955135,116.53379904680828,44.88,5.529677308172734,0.3346587033390801,0.3985699182923731,0.46062669569604814,0.4995287792307128,0.37261130168930884,-0.499664093669356,1969,1986,False
121,strasst01,Stephen Strasburg,SP,WAS,1465.3333333333333,1414.6666666666667,9.0,113,61,0,1718,246,246,3.212238398544131,1.092584167424932,131.43495769346805,30.98,5.5084428955931575,0.7787619550791456,0.6141666798782708,0.9091402507391366,1.277488636257391,0.8937408028963417,-0.36310665405952774,2010,2021,False
122,hutchbi01,Bill Hutchison,SP,CHN,3079.3333333333335,3062.333333333333,8.0,182,163,4,1235,376,346,3.5890885473046112,1.3821173414158907,115.65553075025605,41.160000000000004,5.508327317379539,0.35974707635002984,0.3141605284837547,0.3858763126391413,0.49291261421801424,0.19648638572479585,0.4685806608074376,1884,1897,False
123,ramseto01,Toad Ramsey,SP,LS2,2100.6666666666665,2100.6666666666665,6.0,113,124,0,1515,248,241,3.2946683592510317,1.243414788955887,122.26676476710894,21.04,5.501535845032668,0.5237895123801334,0.17775451130173156,0.3311753878356341,2.3645815941963693,-0.21300719364205972,-0.3375784251506993,1885,1890,False
124,marquru01,Rube Marquard,SP,NY1,3306.666666666667,3265.666666666667,16.0,201,177,19,1593,536,404,3.075604838709677,1.2371975806451612,109.22703482325093,34.7,5.450992853209775,0.3338364511509508,0.08116357679698699,0.36521477982839823,0.859581761800497,0.2316604382685396,0.03993421980797106,1908,1925,True
125,mcdowsa01,Sam McDowell,SP,CLE,2492.3333333333335,2451.3333333333335,13.0,141,134,14,2453,425,346,3.174134010966965,1.3080112344523203,120.96396296976688,43.13999999999999,5.4429788033043955,0.4440831223800159,0.27747825204608856,-0.21355710604386566,2.200352479540796,0.12122092632037156,-0.3621184529277348,1961,1975,False
126,sabatcc01,CC Sabathia,SP,NYA,3577.3333333333335,3577.333333333333,19.0,251,161,0,3093,561,560,3.736023108460678,1.2587588520313082,,0.0,5.3956684954316945,0.30165869337113466,0.2742253556525781,0.3026873011573003,0.3151992476069511,0.649637451805998,-0.3553681071392487,2001,2019,True
127,haddiha01,Harvey Haddix,SP,SLN,2235.0,2201.333333333333,13.0,136,113,21,1575,453,285,3.628187919463087,1.232662192393736,110.86137499631985,29.87,5.360277590314424,0.48700280953795505,0.1775417729934688,0.6650072813696327,1.1975593796071637,0.29898284408635617,-0.28168311219038766,1952,1965,False
128,niekrph01,Phil Niekro,SP,ATL,5404.333333333333,5389.333333333333,23.0,318,274,29,3342,864,716,3.350644544501326,1.268056497872078,119.65797934957814,96.96,5.327251126238736,0.19769610809891408,0.3129542372984742,0.25665721798931507,0.17626919882765826,0.2651877626602254,-0.3299814802061005,1964,1987,True
129,chandsp01,Spud Chandler,SP,NYA,1485.0,1429.0,8.0,109,43,6,614,211,184,2.8363636363636364,1.2053872053872055,143.65586664425092,22.89,5.31791333128035,0.7442845810049474,0.9171253290585233,0.980015184976224,0.12720584463448298,1.3419735986776702,-0.2383643616617025,1937,1947,False
130,priceda01,David Price,SP,TBA,2103.3333333333335,2089.3333333333335,12.0,155,82,1,2039,360,322,3.333280507131537,1.1624405705229792,127.10546602043462,40.35,5.297593783903606,0.5071085306863693,0.4871970640655445,0.5967032877355642,0.47317073781826813,0.885503200070559,-0.35601344841673377,2008,2021,False
131,hughste01,Tex Hughson,SP,BOS,1375.6666666666667,1356.3333333333335,7.0,96,54,17,693,225,156,2.94402713835716,1.1936031015265325,129.47107137681462,26.09,5.294603342123242,0.7807230290670794,0.5692647486422834,0.8964958602628632,0.9085560140493373,0.8575894661006738,0.6105378081079,1941,1949,False
132,hunteca01,Catfish Hunter,SP,OAK,3449.3333333333335,3449.3333333333335,15.0,224,166,1,2012,500,476,3.2562814070351758,1.1341321994588325,108.85300235946002,36.3,5.280419701995368,0.3061704504442617,0.257181203965884,0.8933511760221605,-0.1258419622555071,0.48348451829728156,-0.5299115576110428,1965,1979,True
133,hershor01,Orel Hershiser,SP,LAN,3130.3333333333335,3072.3333333333335,15.0,204,150,5,2014,510,466,3.4817378340964753,1.2605686295389202,118.84031630293289,51.35,5.275193637827674,0.3433998245303899,0.6003405204835232,0.547730267100629,-0.08591304919054553,0.5584768400047337,-0.3813063052848586,1983,2000,False
134,frencla01,Larry French,SP,PIT,3152.0,3152.0,14.0,197,171,17,1187,570,384,3.443527918781726,1.3305837563451777,117.15015358722144,45.03,5.227702505167078,0.3317070117491801,0.6260073576939411,0.5169571661263305,0.01909825322361067,0.2536609544494832,-0.0858596074050662,1929,1942,False
135,hernafe02,Felix Hernandez,SP,SEA,2729.6666666666665,2729.666666666666,15.0,169,136,0,2524,419,418,3.4190987910611796,1.2060080595921359,125.93298543339479,49.93,5.222672137461736,0.3826600662446016,0.49105429153191626,0.5013210994774464,0.4795920352655197,0.37116407604166196,-0.3558500376917549,2005,2019,False
136,sotoma01,Mario Soto,SP,CIN,1730.3333333333335,1643.3333333333335,9.0,100,92,4,1449,297,224,3.4692737430167595,1.1858986707763435,112.04979414202262,26.81,5.201581035134826,0.6330524586370985,0.3652031366170962,0.9351968563659877,1.6133109663537442,0.13930281423676671,-0.4257029572677474,1977,1988,False
137,carutbo01,Bob Caruthers,SP,SL4,2828.6666666666665,2828.6666666666665,9.0,218,99,3,900,340,310,2.834904548668395,1.1577893000235684,127.3632034370522,44.69,5.1544197810414865,0.3644416531492921,0.5171712101108168,0.7179010479112483,-0.8392130751788238,1.1222117613182963,-0.009261485841188308,1884,1892,False
138,newcodo01,Don Newcombe,SP,BRO,2154.6666666666665,2154.6666666666665,10.0,149,90,7,1129,344,294,3.5587871287128716,1.2029702970297032,117.08790116185516,30.35,5.149033013813581,0.4779424208366566,0.3283101305750543,0.9073638330835074,0.3180403758768612,0.7311618992770542,-0.40816525108766977,1949,1960,False
139,amesre01,Red Ames,SP,NY1,3198.0,3184.0,16.0,183,167,36,1702,533,368,2.628517823639775,1.2288930581613509,111.90734819221997,28.4,5.126039368003587,0.32198739748766253,0.14865509198985769,-0.0607826140473412,0.9138703909497274,0.1482119016082775,0.8760281949043237,1903,1919,False
140,overaor01,Orval Overall,SP,CHN,1535.3333333333333,1535.3333333333335,7.0,108,71,12,935,218,182,2.2333912288319584,1.1613113330438558,131.10701654163157,21.83,5.122541095211725,0.6672871596020483,0.44223510673242894,0.09699089798880967,1.536812343199566,0.6758155167476632,0.8995508643229266,1905,1913,False
141,roepr01,Preacher Roe,SP,BRO,1914.3333333333333,1911.6666666666667,11.0,127,84,10,956,333,261,3.4320041790005225,1.2594462824307853,121.89079686363523,34.56,5.0869028178499525,0.5321955868718345,0.41736614249175374,0.6931279417304779,0.686944383966071,0.7418014975434855,-0.31177110485634857,1938,1954,False
142,lolicmi01,Mickey Lolich,SP,DET,3638.3333333333335,3603.6666666666665,15.0,217,191,11,2832,586,496,3.4383875400824553,1.2272102611085662,106.89527226158512,47.89,5.086332650804569,0.28228652210551675,-0.009867883015198602,0.29787000702976585,1.0548893034968538,0.22671403271491328,-0.4330781671059446,1963,1979,False
143,ferguch01,Charlie Ferguson,SP,PHI,1514.6666666666667,1514.6666666666667,4.0,99,64,4,728,183,170,2.673855633802817,1.1170774647887323,126.04269968193391,25.619999999999997,5.072057683039411,0.6697259264576687,0.5338920274063885,0.5729823495835018,0.19986327358711564,0.6586807675375719,2.212985239852586,1884,1887,False
144,colege01,Gerrit Cole,SP,PIT,1449.3333333333333,1449.3333333333333,9.0,117,63,0,1673,234,234,3.1980220791168357,1.111545538178473,134.1078041447297,45.08,5.011529088704983,0.6915633517072194,0.641766280182067,0.7663371429758987,0.9727746337098425,0.8754204409616634,-0.3517905929082581,2013,2021,False
145,tesreje01,Jeff Tesreau,SP,NY1,1679.0,1679.0,7.0,115,72,9,880,247,206,2.428231089934485,1.1447290053603336,118.79298105805954,22.44,4.992930628260092,0.5947505215318751,0.46311660715413566,0.5809641849051421,0.8897027356584444,0.7460853452800001,0.06572707329366623,1912,1918,False
146,mccorji01,Jim McCormick,SP,CL2,4275.666666666667,4275.666666666666,10.0,265,214,1,1704,492,485,2.431199812894675,1.1322210961253605,123.14844666877173,75.99000000000001,4.982771168647746,0.23307575436100786,0.4198406870438638,0.26279645663967227,0.17919304376243134,0.22716104099386575,-0.18854348511135605,1878,1887,False
147,morried01,Ed Morris,SP,PT1,2678.0,2678.0000000000005,7.0,171,122,1,1217,311,307,2.8162808065720686,1.1075429424943988,120.71521419671384,42.339999999999996,4.938855734431031,0.36884658210836685,0.4133513281344847,0.6592706133500975,-0.09262971136844832,0.4460144754370584,0.30014143923499154,1884,1890,False
148,maglisa01,Sal Maglie,SP,NY1,1723.0,1722.9999999999998,10.0,119,62,14,862,303,232,3.1497388276262335,1.2495647127103888,130.82766942369082,34.15,4.9218972826269205,0.571317154106433,0.7032876851617966,0.6325146968775494,0.2794231759593651,0.9569633014268663,-0.09910736880649798,1945,1958,False
149,garcimi01,Mike Garcia,SP,CLE,2174.6666666666665,2128.0,10.0,142,97,23,1117,428,281,3.2653280196198655,1.3183629675045985,121.43613610553979,30.69,4.847102356322405,0.4555547327370681,0.6579322062576086,0.38402751372068206,0.3216761268095065,0.5862433111970468,0.1348091514118465,1948,1961,False
150,rijojo01,Jose Rijo,SP,CIN,1880.0,1863.0,13.0,116,91,3,1606,376,269,3.2361702127659573,1.2622340425531915,130.3295363094889,34.96,4.812888735816838,0.5166815604741641,0.592624028800661,0.4023671784981387,1.1317128951122744,0.40506873424762513,-0.3942256722251581,1984,2002,False
151,peavyja01,Jake Peavy,SP,SDN,2377.0,2377.0,15.0,152,126,0,2207,388,377,3.6348338241480858,1.1956247370635253,118.26119120740952,37.18,4.781610701336158,0.40232315535011837,0.33717917055628205,0.6250484890838672,0.7082084810392754,0.2777184373854278,-0.3541914324485958,2002,2016,False
152,woodke02,Kerry Wood,RP,CHN,1380.0,1327.3333333333333,11.0,86,75,63,1582,446,178,3.6717391304347826,1.267391304347826,127.75816441366749,26.76,4.761488629368306,0.7174518276295789,0.4958657581475753,0.5020168927311586,2.058016552124157,0.30166542502432997,-0.0395523051980205,1998,2012,False
153,pennohe01,Herb Pennock,SP,NYA,3571.6666666666665,3511.666666666667,20.0,240,162,32,1227,617,420,3.598320111992534,1.3483901073261784,110.89497659450205,44.18,4.752265783421593,0.27065585857170915,0.20201496927206852,0.2514574402745829,0.05307422907674663,0.6740025132524784,0.11554437738606585,1912,1934,True
154,malonji01,Jim Maloney,SP,CIN,1849.0,1802.0000000000002,10.0,134,84,4,1605,302,262,3.188209843158464,1.2590589507842076,120.77837239053102,34.11,4.744145485863689,0.5265422292856481,0.3566760733005428,0.12035356937856,1.4741096399264728,0.8336685399011758,-0.5427081734965737,1960,1971,False
155,leecl02,Cliff Lee,SP,CLE,2156.6666666666665,2146.3333333333335,12.0,143,91,0,1824,328,324,3.517928902627512,1.1962905718701702,126.2718264602536,42.519999999999996,4.742488893573997,0.44191541173231835,0.4522578216409795,0.657594314155607,0.32669031926997594,0.6710905222644988,-0.3510379052372325,2002,2014,False
156,grimebu01,Burleigh Grimes,SP,BRO,4180.0,4180.0,19.0,270,212,18,1512,616,497,3.5267942583732057,1.365311004784689,113.19330709496562,46.699999999999996,4.735933806168804,0.22659970364444038,0.2664942667111253,0.13755672448478845,0.3504291844796453,0.39200392299782444,-0.2289966565003204,1916,1934,True
157,hillejo01,John Hiller,RP,DET,1242.0,1203.3333333333333,12.0,87,76,125,1036,545,43,2.8333333333333335,1.2681159420289856,147.51304298424583,31.009999999999998,4.698742132415477,0.7809543710385833,0.7945336876077905,0.2662684927756865,1.5849382354306474,0.22739739054942712,1.4987281858373762,1965,1980,False
158,klubeco01,Corey Kluber,SP,CLE,1422.6666666666665,1381.6666666666665,8.0,103,61,0,1544,225,220,3.1947047797563264,1.1000468603561389,132.95965382223832,34.02,4.69709271475963,0.679916918903686,0.6534699837225458,0.9318271263351576,0.8360473116534359,0.7640772182853646,-0.364322645985001,2011,2021,False
159,hendrcl01,Claude Hendrix,SP,CHN,2371.3333333333335,2371.3333333333335,10.0,144,116,17,1092,360,257,2.649142535844813,1.189204385718302,117.12003314334994,25.490000000000002,4.687579697007491,0.3953539244032182,0.33658715098318226,0.40486516254110666,0.49973159789478727,0.3357036563227455,0.42903795178639365,1911,1920,False
160,kindeel01,Ellis Kinder,RP,BOS,1479.6666666666667,1478.6666666666667,11.0,102,71,102,749,484,122,3.430502365397612,1.3246226627618833,132.1321075839202,30.89,4.684016761488301,0.6335460002013029,0.4999232529972688,0.4244558445052835,0.5961719706774329,0.5480148100064522,1.7361386968888783,1946,1957,False
161,mcmahsa01,Sadie McMahon,SP,BLN,2634.0,2634.0,9.0,173,127,4,967,321,305,3.5056947608200457,1.3936977980258163,119.50212881742934,43.620000000000005,4.671642601194488,0.35471849667384114,0.4157439927915028,0.37157900864446797,0.15352269249832115,0.46230633109427677,0.3472194159632888,1889,1897,False
162,reardje01,Jeff Reardon,RP,MON,1132.3333333333333,1102.0000000000002,14.0,73,77,367,877,880,0,3.155431262879011,1.199293494259641,133.52842166899265,19.04,4.611993371499693,0.8370223904718131,0.6722726618558816,0.7434145652963042,1.0329998376471483,-0.17827517796101156,2.935219446628084,1979,1994,False
163,koosmje01,Jerry Koosman,SP,NYN,3839.3333333333335,3817.0000000000005,18.0,222,209,17,2556,612,527,3.3591769404410488,1.2588122938010071,114.1299534135198,56.96,4.609159793332787,0.24150693179632102,0.29404458248010185,0.31252998869687776,0.5425831125128137,0.10005239169605522,-0.3866381183969771,1967,1985,False
164,leonadu02,Dutch Leonard,SP,WS1,3218.3333333333335,3151.333333333333,18.0,191,181,44,1170,640,374,3.249508026929052,1.255618850336613,122.10564458937952,51.67,4.479366302527861,0.284283877884146,0.5831248491635109,0.7378881995607197,-0.29979252964023956,0.07710655153628608,-0.06882828264018642,1933,1953,False
165,lylesp01,Sparky Lyle,RP,NYA,1390.3333333333335,1390.3333333333335,16.0,99,76,238,873,899,0,2.8806041716614716,1.2752337568928314,139.04157210222877,22.82,4.474964571408287,0.6437254238419976,0.7503586238056323,0.16517319559315924,0.34908750213808176,0.5178533860063064,2.3416762429827522,1967,1982,False
166,laniema01,Max Lanier,SP,SLN,1619.3333333333333,1528.0,11.0,108,82,17,821,327,204,3.0067929188966653,1.2974475092630713,132.97931256197984,30.36,4.472143949050112,0.5853591556348314,0.735333953289491,0.4464463209981569,0.9128453301454614,0.5459129241816587,0.0342148850259841,1938,1953,False
167,appieke01,Kevin Appier,SP,KCA,2595.3333333333335,2554.6666666666665,13.0,169,137,0,1994,414,402,3.7382481376830206,1.2938607757513485,127.60891461427697,54.89,4.460527152825865,0.34920619672436304,0.47422321304961346,0.45975825146668803,0.3933865115879582,0.375917124542758,-0.38149896630855645,1989,2004,False
168,bondto01,Tommy Bond,SP,BSN,2779.6666666666665,2742.0,6.0,193,115,0,860,322,314,2.250269816524763,1.091857536874925,120.01958324794597,60.98,4.452102003606608,0.32473391711207944,0.32311451389849993,0.3860020161616246,0.23482978549118153,0.7091674871733712,-0.4134466993586226,1876,1884,False
169,hudsoti01,Tim Hudson,SP,ATL,3126.6666666666665,3126.6666666666665,17.0,222,133,0,2080,482,479,3.491577825159915,1.2390191897654586,123.28346297354696,56.54,4.3998590767947166,0.2814408791126685,0.5298481450317456,0.49623747988128053,-0.44854375833261606,0.7537988712513936,-0.3569706069978841,1999,2015,False
170,oroscje01,Jesse Orosco,RP,NYN,1295.3333333333333,1053.6666666666665,15.0,87,80,144,1179,1252,4,3.161348430262481,1.262995367987648,140.9985163267157,22.86,4.398453532251874,0.8348852006805202,1.0459718475012665,0.6946908981717114,1.4272413095106937,0.053146805101970854,0.9706568926117198,1979,2003,False
171,johnssy01,Syl Johnson,RP,SLN,2165.6666666666665,2149.6666666666665,17.0,112,117,43,920,542,210,4.060181622287209,1.2827458827150993,107.35993971110628,29.39,4.3544475505759115,0.4051276989216231,0.06126105517148956,0.8123919274086094,0.6417181477654825,0.013516022342643328,0.5613007671754372,1922,1940,False
172,jansela01,Larry Jansen,SP,NY1,1765.6666666666667,1731.0,8.0,122,89,10,842,291,237,3.5833490655087785,1.223900320936379,114.90960883681454,23.07,4.321021313748773,0.4992514516174203,0.39572913270888,0.9612955484813254,0.38714803563732336,0.5612137531750551,-0.22873176756248795,1947,1956,False
173,wainwad01,Adam Wainwright,SP,SLN,2375.6666666666665,2345.6666666666665,14.0,184,105,3,2004,425,358,3.352743089659043,1.2101866142837099,122.3075418234653,41.0,4.3201528491148435,0.36835181319722987,0.5471903238646084,0.43633973590289493,-0.039798408636357786,0.7886953862088862,-0.34086619184424694,2005,2021,False
174,cuppyni01,George Cuppy,SP,CL4,2283.0,2283.0,10.0,163,98,5,504,302,262,3.484888304862024,1.3705650459921157,128.6800940779766,39.27,4.30620189228579,0.3772406388336216,0.6222403020398484,0.6305716931848541,-0.6824707208145299,0.8053435401182921,0.3946307616669349,1892,1901,False
175,millest01,Stu Miller,RP,SFN,1694.0,1692.6666666666663,15.0,105,103,154,1164,704,93,3.240850059031877,1.2526564344746163,126.80365346165333,27.24,4.2879811940863135,0.5066539417983041,0.534121474020278,0.38450813363530206,0.7394497082052577,-0.0569906117126856,1.405047205858946,1952,1968,False
